,date,frequency,date_time,date_int
666,2014-01-30 04:00:00,0,2014-01-30 04:00:00,20140130040000
667,2014-01-30 05:00:00,0,2014-01-30 05:00:00,20140130050000
668,2014-01-30 06:00:00,0,2014-01-30 06:00:00,20140130060000
669,2014-01-30 07:00:00,0,2014-01-30 07:00:00,20140130070000
670,2014-01-30 08:00:00,0,2014-01-30 08:00:00,20140130080000
671,2014-01-30 09:00:00,0,2014-01-30 09:00:00,20140130090000
672,2014-01-30 10:00:00,0,2014-01-30 10:00:00,20140130100000
673,2014-01-30 11:00:00,0,2014-01-30 11:00:00,20140130110000
674,2014-01-30 12:00:00,0,2014-01-30 12:00:00,20140130120000
675,2014-01-30 13:00:00,0,2014-01-30 13:00:00,20140130130000
676,2014-01-30 14:00:00,0,2014-01-30 14:00:00,20140130140000
677,2014-01-30 15:00:00,0,2014-01-30 15:00:00,20140130150000
678,2014-01-30 16:00:00,5,2014-01-30 16:00:00,20140130160000
679,2014-01-30 17:00:00,0,2014-01-30 17:00:00,20140130170000
680,2014-01-30 18:00:00,0,2014-01-30 18:00:00,20140130180000
681,2014-01-30 19:00:00,0,2014-01-30 19:00:00,20140130190000
682,2014-01-30 20:00:00,0,2014-01-30 20:00:00,20140130200000
683,2014-01-30 21:00:00,0,2014-01-30 21:00:00,20140130210000
684,2014-01-30 22:00:00,0,2014-01-30 22:00:00,20140130220000
685,2014-01-30 23:00:00,0,2014-01-30 23:00:00,20140130230000
686,2014-01-31 00:00:00,0,2014-01-31 00:00:00,20140131000000
687,2014-01-31 01:00:00,0,2014-01-31 01:00:00,20140131010000
688,2014-01-31 02:00:00,0,2014-01-31 02:00:00,20140131020000
689,2014-01-31 03:00:00,0,2014-01-31 03:00:00,20140131030000
690,2014-01-31 04:00:00,0,2014-01-31 04:00:00,20140131040000
691,2014-01-31 05:00:00,0,2014-01-31 05:00:00,20140131050000
692,2014-01-31 06:00:00,0,2014-01-31 06:00:00,20140131060000
693,2014-01-31 07:00:00,0,2014-01-31 07:00:00,20140131070000
694,2014-01-31 08:00:00,0,2014-01-31 08:00:00,20140131080000
695,2014-01-31 09:00:00,0,2014-01-31 09:00:00,20140131090000
696,2014-01-31 10:00:00,0,2014-01-31 10:00:00,20140131100000
697,2014-01-31 11:00:00,0,2014-01-31 11:00:00,20140131110000
698,2014-01-31 12:00:00,4,2014-01-31 12:00:00,20140131120000
699,2014-01-31 13:00:00,2,2014-01-31 13:00:00,20140131130000
700,2014-01-31 14:00:00,7,2014-01-31 14:00:00,20140131140000
701,2014-01-31 15:00:00,4,2014-01-31 15:00:00,20140131150000
702,2014-01-31 16:00:00,4,2014-01-31 16:00:00,20140131160000
703,2014-01-31 17:00:00,0,2014-01-31 17:00:00,20140131170000
704,2014-01-31 18:00:00,2,2014-01-31 18:00:00,20140131180000
705,2014-01-31 19:00:00,0,2014-01-31 19:00:00,20140131190000
706,2014-01-31 20:00:00,0,2014-01-31 20:00:00,20140131200000
707,2014-01-31 21:00:00,0,2014-01-31 21:00:00,20140131210000
708,2014-01-31 22:00:00,0,2014-01-31 22:00:00,20140131220000
709,2014-01-31 23:00:00,0,2014-01-31 23:00:00,20140131230000
710,2014-02-01 00:00:00,0,2014-02-01 00:00:00,20140201000000
711,2014-02-01 01:00:00,0,2014-02-01 01:00:00,20140201010000
712,2014-02-01 02:00:00,0,2014-02-01 02:00:00,20140201020000
713,2014-02-01 03:00:00,0,2014-02-01 03:00:00,20140201030000
714,2014-02-01 04:00:00,0,2014-02-01 04:00:00,20140201040000
715,2014-02-01 05:00:00,0,2014-02-01 05:00:00,20140201050000
716,2014-02-01 06:00:00,0,2014-02-01 06:00:00,20140201060000
717,2014-02-01 07:00:00,0,2014-02-01 07:00:00,20140201070000
718,2014-02-01 08:00:00,0,2014-02-01 08:00:00,20140201080000
719,2014-02-01 09:00:00,0,2014-02-01 09:00:00,20140201090000
720,2014-02-01 10:00:00,2,2014-02-01 10:00:00,20140201100000
721,2014-02-01 11:00:00,8,2014-02-01 11:00:00,20140201110000
722,2014-02-01 12:00:00,4,2014-02-01 12:00:00,20140201120000
723,2014-02-01 13:00:00,9,2014-02-01 13:00:00,20140201130000
724,2014-02-01 14:00:00,5,2014-02-01 14:00:00,20140201140000
725,2014-02-01 15:00:00,23,2014-02-01 15:00:00,20140201150000
726,2014-02-01 16:00:00,6,2014-02-01 16:00:00,20140201160000
727,2014-02-01 17:00:00,0,2014-02-01 17:00:00,20140201170000
728,2014-02-01 18:00:00,0,2014-02-01 18:00:00,20140201180000
729,2014-02-01 19:00:00,0,2014-02-01 19:00:00,20140201190000
730,2014-02-01 20:00:00,0,2014-02-01 20:00:00,20140201200000
731,2014-02-01 21:00:00,0,2014-02-01 21:00:00,20140201210000
732,2014-02-01 22:00:00,0,2014-02-01 22:00:00,20140201220000
733,2014-02-01 23:00:00,0,2014-02-01 23:00:00,20140201230000
734,2014-02-02 00:00:00,0,2014-02-02 00:00:00,20140202000000
735,2014-02-02 01:00:00,0,2014-02-02 01:00:00,20140202010000
736,2014-02-02 02:00:00,0,2014-02-02 02:00:00,20140202020000
737,2014-02-02 03:00:00,0,2014-02-02 03:00:00,20140202030000
738,2014-02-02 04:00:00,0,2014-02-02 04:00:00,20140202040000
739,2014-02-02 05:00:00,0,2014-02-02 05:00:00,20140202050000
740,2014-02-02 06:00:00,0,2014-02-02 06:00:00,20140202060000
741,2014-02-02 07:00:00,0,2014-02-02 07:00:00,20140202070000
742,2014-02-02 08:00:00,0,2014-02-02 08:00:00,20140202080000
743,2014-02-02 09:00:00,0,2014-02-02 09:00:00,20140202090000
744,2014-02-02 10:00:00,2,2014-02-02 10:00:00,20140202100000
745,2014-02-02 11:00:00,0,2014-02-02 11:00:00,20140202110000
746,2014-02-02 12:00:00,8,2014-02-02 12:00:00,20140202120000
747,2014-02-02 13:00:00,2,2014-02-02 13:00:00,20140202130000
748,2014-02-02 14:00:00,0,2014-02-02 14:00:00,20140202140000
749,2014-02-02 15:00:00,0,2014-02-02 15:00:00,20140202150000
750,2014-02-02 16:00:00,0,2014-02-02 16:00:00,20140202160000
751,2014-02-02 17:00:00,0,2014-02-02 17:00:00,20140202170000
752,2014-02-02 18:00:00,0,2014-02-02 18:00:00,20140202180000
753,2014-02-02 19:00:00,0,2014-02-02 19:00:00,20140202190000
754,2014-02-02 20:00:00,0,2014-02-02 20:00:00,20140202200000
755,2014-02-02 21:00:00,0,2014-02-02 21:00:00,20140202210000
756,2014-02-02 22:00:00,0,2014-02-02 22:00:00,20140202220000
757,2014-02-02 23:00:00,0,2014-02-02 23:00:00,20140202230000
758,2014-02-03 00:00:00,0,2014-02-03 00:00:00,20140203000000
759,2014-02-03 01:00:00,0,2014-02-03 01:00:00,20140203010000
760,2014-02-03 02:00:00,0,2014-02-03 02:00:00,20140203020000
761,2014-02-03 03:00:00,0,2014-02-03 03:00:00,20140203030000
762,2014-02-03 04:00:00,0,2014-02-03 04:00:00,20140203040000
763,2014-02-03 05:00:00,0,2014-02-03 05:00:00,20140203050000
764,2014-02-03 06:00:00,0,2014-02-03 06:00:00,20140203060000
765,2014-02-03 07:00:00,0,2014-02-03 07:00:00,20140203070000
766,2014-02-03 08:00:00,0,2014-02-03 08:00:00,20140203080000
767,2014-02-03 09:00:00,0,2014-02-03 09:00:00,20140203090000
768,2014-02-03 10:00:00,0,2014-02-03 10:00:00,20140203100000
769,2014-02-03 11:00:00,0,2014-02-03 11:00:00,20140203110000
770,2014-02-03 12:00:00,0,2014-02-03 12:00:00,20140203120000
771,2014-02-03 13:00:00,2,2014-02-03 13:00:00,20140203130000
772,2014-02-03 14:00:00,1,2014-02-03 14:00:00,20140203140000
773,2014-02-03 15:00:00,0,2014-02-03 15:00:00,20140203150000
774,2014-02-03 16:00:00,10,2014-02-03 16:00:00,20140203160000
775,2014-02-03 17:00:00,0,2014-02-03 17:00:00,20140203170000
776,2014-02-03 18:00:00,0,2014-02-03 18:00:00,20140203180000
777,2014-02-03 19:00:00,0,2014-02-03 19:00:00,20140203190000
778,2014-02-03 20:00:00,0,2014-02-03 20:00:00,20140203200000
779,2014-02-03 21:00:00,0,2014-02-03 21:00:00,20140203210000
780,2014-02-03 22:00:00,0,2014-02-03 22:00:00,20140203220000
781,2014-02-03 23:00:00,0,2014-02-03 23:00:00,20140203230000
782,2014-02-04 00:00:00,0,2014-02-04 00:00:00,20140204000000
783,2014-02-04 01:00:00,0,2014-02-04 01:00:00,20140204010000
784,2014-02-04 02:00:00,0,2014-02-04 02:00:00,20140204020000
785,2014-02-04 03:00:00,0,2014-02-04 03:00:00,20140204030000
786,2014-02-04 04:00:00,0,2014-02-04 04:00:00,20140204040000
787,2014-02-04 05:00:00,0,2014-02-04 05:00:00,20140204050000
788,2014-02-04 06:00:00,0,2014-02-04 06:00:00,20140204060000
789,2014-02-04 07:00:00,0,2014-02-04 07:00:00,20140204070000
790,2014-02-04 08:00:00,0,2014-02-04 08:00:00,20140204080000
791,2014-02-04 09:00:00,0,2014-02-04 09:00:00,20140204090000
792,2014-02-04 10:00:00,3,2014-02-04 10:00:00,20140204100000
793,2014-02-04 11:00:00,0,2014-02-04 11:00:00,20140204110000
794,2014-02-04 12:00:00,0,2014-02-04 12:00:00,20140204120000
795,2014-02-04 13:00:00,3,2014-02-04 13:00:00,20140204130000
796,2014-02-04 14:00:00,1,2014-02-04 14:00:00,20140204140000
797,2014-02-04 15:00:00,0,2014-02-04 15:00:00,20140204150000
798,2014-02-04 16:00:00,0,2014-02-04 16:00:00,20140204160000
799,2014-02-04 17:00:00,0,2014-02-04 17:00:00,20140204170000
800,2014-02-04 18:00:00,0,2014-02-04 18:00:00,20140204180000
801,2014-02-04 19:00:00,0,2014-02-04 19:00:00,20140204190000
802,2014-02-04 20:00:00,0,2014-02-04 20:00:00,20140204200000
803,2014-02-04 21:00:00,0,2014-02-04 21:00:00,20140204210000
804,2014-02-04 22:00:00,0,2014-02-04 22:00:00,20140204220000
805,2014-02-04 23:00:00,0,2014-02-04 23:00:00,20140204230000
806,2014-02-05 00:00:00,0,2014-02-05 00:00:00,20140205000000
807,2014-02-05 01:00:00,0,2014-02-05 01:00:00,20140205010000
808,2014-02-05 02:00:00,0,2014-02-05 02:00:00,20140205020000
809,2014-02-05 03:00:00,0,2014-02-05 03:00:00,20140205030000
810,2014-02-05 04:00:00,0,2014-02-05 04:00:00,20140205040000
811,2014-02-05 05:00:00,0,2014-02-05 05:00:00,20140205050000
812,2014-02-05 06:00:00,0,2014-02-05 06:00:00,20140205060000
813,2014-02-05 07:00:00,0,2014-02-05 07:00:00,20140205070000
814,2014-02-05 08:00:00,0,2014-02-05 08:00:00,20140205080000
815,2014-02-05 09:00:00,0,2014-02-05 09:00:00,20140205090000
816,2014-02-05 10:00:00,0,2014-02-05 10:00:00,20140205100000
817,2014-02-05 11:00:00,0,2014-02-05 11:00:00,20140205110000
818,2014-02-05 12:00:00,1,2014-02-05 12:00:00,20140205120000
819,2014-02-05 13:00:00,4,2014-02-05 13:00:00,20140205130000
820,2014-02-05 14:00:00,0,2014-02-05 14:00:00,20140205140000
821,2014-02-05 15:00:00,0,2014-02-05 15:00:00,20140205150000
822,2014-02-05 16:00:00,8,2014-02-05 16:00:00,20140205160000
823,2014-02-05 17:00:00,3,2014-02-05 17:00:00,20140205170000
824,2014-02-05 18:00:00,0,2014-02-05 18:00:00,20140205180000
825,2014-02-05 19:00:00,0,2014-02-05 19:00:00,20140205190000
826,2014-02-05 20:00:00,0,2014-02-05 20:00:00,20140205200000
827,2014-02-05 21:00:00,0,2014-02-05 21:00:00,20140205210000
828,2014-02-05 22:00:00,0,2014-02-05 22:00:00,20140205220000
829,2014-02-05 23:00:00,0,2014-02-05 23:00:00,20140205230000
830,2014-02-06 00:00:00,0,2014-02-06 00:00:00,20140206000000
831,2014-02-06 01:00:00,0,2014-02-06 01:00:00,20140206010000
832,2014-02-06 02:00:00,0,2014-02-06 02:00:00,20140206020000
833,2014-02-06 03:00:00,0,2014-02-06 03:00:00,20140206030000
834,2014-02-06 04:00:00,0,2014-02-06 04:00:00,20140206040000
835,2014-02-06 05:00:00,0,2014-02-06 05:00:00,20140206050000
836,2014-02-06 06:00:00,0,2014-02-06 06:00:00,20140206060000
837,2014-02-06 07:00:00,0,2014-02-06 07:00:00,20140206070000
838,2014-02-06 08:00:00,0,2014-02-06 08:00:00,20140206080000
839,2014-02-06 09:00:00,0,2014-02-06 09:00:00,20140206090000
840,2014-02-06 10:00:00,0,2014-02-06 10:00:00,20140206100000
841,2014-02-06 11:00:00,0,2014-02-06 11:00:00,20140206110000
842,2014-02-06 12:00:00,2,2014-02-06 12:00:00,20140206120000
843,2014-02-06 13:00:00,3,2014-02-06 13:00:00,20140206130000
844,2014-02-06 14:00:00,9,2014-02-06 14:00:00,20140206140000
845,2014-02-06 15:00:00,0,2014-02-06 15:00:00,20140206150000
846,2014-02-06 16:00:00,7,2014-02-06 16:00:00,20140206160000
847,2014-02-06 17:00:00,0,2014-02-06 17:00:00,20140206170000
848,2014-02-06 18:00:00,0,2014-02-06 18:00:00,20140206180000
849,2014-02-06 19:00:00,0,2014-02-06 19:00:00,20140206190000
850,2014-02-06 20:00:00,0,2014-02-06 20:00:00,20140206200000
851,2014-02-06 21:00:00,0,2014-02-06 21:00:00,20140206210000
852,2014-02-06 22:00:00,0,2014-02-06 22:00:00,20140206220000
853,2014-02-06 23:00:00,0,2014-02-06 23:00:00,20140206230000
854,2014-02-07 00:00:00,0,2014-02-07 00:00:00,20140207000000
855,2014-02-07 01:00:00,0,2014-02-07 01:00:00,20140207010000
856,2014-02-07 02:00:00,0,2014-02-07 02:00:00,20140207020000
857,2014-02-07 03:00:00,0,2014-02-07 03:00:00,20140207030000
858,2014-02-07 04:00:00,0,2014-02-07 04:00:00,20140207040000
859,2014-02-07 05:00:00,0,2014-02-07 05:00:00,20140207050000
860,2014-02-07 06:00:00,0,2014-02-07 06:00:00,20140207060000
861,2014-02-07 07:00:00,0,2014-02-07 07:00:00,20140207070000
862,2014-02-07 08:00:00,0,2014-02-07 08:00:00,20140207080000
863,2014-02-07 09:00:00,0,2014-02-07 09:00:00,20140207090000
864,2014-02-07 10:00:00,0,2014-02-07 10:00:00,20140207100000
865,2014-02-07 11:00:00,5,2014-02-07 11:00:00,20140207110000
866,2014-02-07 12:00:00,0,2014-02-07 12:00:00,20140207120000
867,2014-02-07 13:00:00,7,2014-02-07 13:00:00,20140207130000
868,2014-02-07 14:00:00,2,2014-02-07 14:00:00,20140207140000
869,2014-02-07 15:00:00,4,2014-02-07 15:00:00,20140207150000
870,2014-02-07 16:00:00,0,2014-02-07 16:00:00,20140207160000
871,2014-02-07 17:00:00,0,2014-02-07 17:00:00,20140207170000
872,2014-02-07 18:00:00,0,2014-02-07 18:00:00,20140207180000
873,2014-02-07 19:00:00,0,2014-02-07 19:00:00,20140207190000
874,2014-02-07 20:00:00,0,2014-02-07 20:00:00,20140207200000
875,2014-02-07 21:00:00,0,2014-02-07 21:00:00,20140207210000
876,2014-02-07 22:00:00,0,2014-02-07 22:00:00,20140207220000
877,2014-02-07 23:00:00,0,2014-02-07 23:00:00,20140207230000
878,2014-02-08 00:00:00,0,2014-02-08 00:00:00,20140208000000
879,2014-02-08 01:00:00,0,2014-02-08 01:00:00,20140208010000
880,2014-02-08 02:00:00,0,2014-02-08 02:00:00,20140208020000
881,2014-02-08 03:00:00,0,2014-02-08 03:00:00,20140208030000
882,2014-02-08 04:00:00,0,2014-02-08 04:00:00,20140208040000
883,2014-02-08 05:00:00,0,2014-02-08 05:00:00,20140208050000
884,2014-02-08 06:00:00,0,2014-02-08 06:00:00,20140208060000
885,2014-02-08 07:00:00,0,2014-02-08 07:00:00,20140208070000
886,2014-02-08 08:00:00,0,2014-02-08 08:00:00,20140208080000
887,2014-02-08 09:00:00,0,2014-02-08 09:00:00,20140208090000
888,2014-02-08 10:00:00,0,2014-02-08 10:00:00,20140208100000
889,2014-02-08 11:00:00,2,2014-02-08 11:00:00,20140208110000
890,2014-02-08 12:00:00,8,2014-02-08 12:00:00,20140208120000
891,2014-02-08 13:00:00,11,2014-02-08 13:00:00,20140208130000
892,2014-02-08 14:00:00,2,2014-02-08 14:00:00,20140208140000
893,2014-02-08 15:00:00,9,2014-02-08 15:00:00,20140208150000
894,2014-02-08 16:00:00,5,2014-02-08 16:00:00,20140208160000
895,2014-02-08 17:00:00,4,2014-02-08 17:00:00,20140208170000
896,2014-02-08 18:00:00,0,2014-02-08 18:00:00,20140208180000
897,2014-02-08 19:00:00,0,2014-02-08 19:00:00,20140208190000
898,2014-02-08 20:00:00,0,2014-02-08 20:00:00,20140208200000
899,2014-02-08 21:00:00,0,2014-02-08 21:00:00,20140208210000
900,2014-02-08 22:00:00,0,2014-02-08 22:00:00,20140208220000
901,2014-02-08 23:00:00,0,2014-02-08 23:00:00,20140208230000
902,2014-02-09 00:00:00,0,2014-02-09 00:00:00,20140209000000
903,2014-02-09 01:00:00,0,2014-02-09 01:00:00,20140209010000
904,2014-02-09 02:00:00,0,2014-02-09 02:00:00,20140209020000
905,2014-02-09 03:00:00,0,2014-02-09 03:00:00,20140209030000
906,2014-02-09 04:00:00,0,2014-02-09 04:00:00,20140209040000
907,2014-02-09 05:00:00,0,2014-02-09 05:00:00,20140209050000
908,2014-02-09 06:00:00,0,2014-02-09 06:00:00,20140209060000
909,2014-02-09 07:00:00,0,2014-02-09 07:00:00,20140209070000
910,2014-02-09 08:00:00,0,2014-02-09 08:00:00,20140209080000
911,2014-02-09 09:00:00,2,2014-02-09 09:00:00,20140209090000
912,2014-02-09 10:00:00,0,2014-02-09 10:00:00,20140209100000
913,2014-02-09 11:00:00,6,2014-02-09 11:00:00,20140209110000
914,2014-02-09 12:00:00,8,2014-02-09 12:00:00,20140209120000
915,2014-02-09 13:00:00,3,2014-02-09 13:00:00,20140209130000
916,2014-02-09 14:00:00,0,2014-02-09 14:00:00,20140209140000
917,2014-02-09 15:00:00,9,2014-02-09 15:00:00,20140209150000
918,2014-02-09 16:00:00,0,2014-02-09 16:00:00,20140209160000
919,2014-02-09 17:00:00,6,2014-02-09 17:00:00,20140209170000
920,2014-02-09 18:00:00,0,2014-02-09 18:00:00,20140209180000
921,2014-02-09 19:00:00,0,2014-02-09 19:00:00,20140209190000
922,2014-02-09 20:00:00,0,2014-02-09 20:00:00,20140209200000
923,2014-02-09 21:00:00,0,2014-02-09 21:00:00,20140209210000
924,2014-02-09 22:00:00,0,2014-02-09 22:00:00,20140209220000
925,2014-02-09 23:00:00,0,2014-02-09 23:00:00,20140209230000
926,2014-02-10 00:00:00,0,2014-02-10 00:00:00,20140210000000
927,2014-02-10 01:00:00,0,2014-02-10 01:00:00,20140210010000
928,2014-02-10 02:00:00,0,2014-02-10 02:00:00,20140210020000
929,2014-02-10 03:00:00,0,2014-02-10 03:00:00,20140210030000
930,2014-02-10 04:00:00,0,2014-02-10 04:00:00,20140210040000
931,2014-02-10 05:00:00,0,2014-02-10 05:00:00,20140210050000
932,2014-02-10 06:00:00,0,2014-02-10 06:00:00,20140210060000
933,2014-02-10 07:00:00,0,2014-02-10 07:00:00,20140210070000
934,2014-02-10 08:00:00,0,2014-02-10 08:00:00,20140210080000
935,2014-02-10 09:00:00,0,2014-02-10 09:00:00,20140210090000
936,2014-02-10 10:00:00,0,2014-02-10 10:00:00,20140210100000
937,2014-02-10 11:00:00,0,2014-02-10 11:00:00,20140210110000
938,2014-02-10 12:00:00,0,2014-02-10 12:00:00,20140210120000
939,2014-02-10 13:00:00,4,2014-02-10 13:00:00,20140210130000
940,2014-02-10 14:00:00,4,2014-02-10 14:00:00,20140210140000
941,2014-02-10 15:00:00,6,2014-02-10 15:00:00,20140210150000
942,2014-02-10 16:00:00,2,2014-02-10 16:00:00,20140210160000
943,2014-02-10 17:00:00,5,2014-02-10 17:00:00,20140210170000
944,2014-02-10 18:00:00,0,2014-02-10 18:00:00,20140210180000
945,2014-02-10 19:00:00,0,2014-02-10 19:00:00,20140210190000
946,2014-02-10 20:00:00,0,2014-02-10 20:00:00,20140210200000
947,2014-02-10 21:00:00,0,2014-02-10 21:00:00,20140210210000
948,2014-02-10 22:00:00,0,2014-02-10 22:00:00,20140210220000
949,2014-02-10 23:00:00,0,2014-02-10 23:00:00,20140210230000
950,2014-02-11 00:00:00,0,2014-02-11 00:00:00,20140211000000
951,2014-02-11 01:00:00,0,2014-02-11 01:00:00,20140211010000
952,2014-02-11 02:00:00,0,2014-02-11 02:00:00,20140211020000
953,2014-02-11 03:00:00,0,2014-02-11 03:00:00,20140211030000
954,2014-02-11 04:00:00,0,2014-02-11 04:00:00,20140211040000
955,2014-02-11 05:00:00,0,2014-02-11 05:00:00,20140211050000
956,2014-02-11 06:00:00,0,2014-02-11 06:00:00,20140211060000
957,2014-02-11 07:00:00,0,2014-02-11 07:00:00,20140211070000
958,2014-02-11 08:00:00,0,2014-02-11 08:00:00,20140211080000
959,2014-02-11 09:00:00,0,2014-02-11 09:00:00,20140211090000
960,2014-02-11 10:00:00,0,2014-02-11 10:00:00,20140211100000
961,2014-02-11 11:00:00,7,2014-02-11 11:00:00,20140211110000
962,2014-02-11 12:00:00,2,2014-02-11 12:00:00,20140211120000
963,2014-02-11 13:00:00,4,2014-02-11 13:00:00,20140211130000
964,2014-02-11 14:00:00,2,2014-02-11 14:00:00,20140211140000
965,2014-02-11 15:00:00,7,2014-02-11 15:00:00,20140211150000
966,2014-02-11 16:00:00,4,2014-02-11 16:00:00,20140211160000
967,2014-02-11 17:00:00,6,2014-02-11 17:00:00,20140211170000
968,2014-02-11 18:00:00,0,2014-02-11 18:00:00,20140211180000
969,2014-02-11 19:00:00,0,2014-02-11 19:00:00,20140211190000
970,2014-02-11 20:00:00,0,2014-02-11 20:00:00,20140211200000
971,2014-02-11 21:00:00,0,2014-02-11 21:00:00,20140211210000
972,2014-02-11 22:00:00,0,2014-02-11 22:00:00,20140211220000
973,2014-02-11 23:00:00,0,2014-02-11 23:00:00,20140211230000
974,2014-02-12 00:00:00,0,2014-02-12 00:00:00,20140212000000
975,2014-02-12 01:00:00,0,2014-02-12 01:00:00,20140212010000
976,2014-02-12 02:00:00,0,2014-02-12 02:00:00,20140212020000
977,2014-02-12 03:00:00,0,2014-02-12 03:00:00,20140212030000
978,2014-02-12 04:00:00,0,2014-02-12 04:00:00,20140212040000
979,2014-02-12 05:00:00,0,2014-02-12 05:00:00,20140212050000
980,2014-02-12 06:00:00,0,2014-02-12 06:00:00,20140212060000
981,2014-02-12 07:00:00,0,2014-02-12 07:00:00,20140212070000
982,2014-02-12 08:00:00,0,2014-02-12 08:00:00,20140212080000
983,2014-02-12 09:00:00,0,2014-02-12 09:00:00,20140212090000
984,2014-02-12 10:00:00,0,2014-02-12 10:00:00,20140212100000
985,2014-02-12 11:00:00,0,2014-02-12 11:00:00,20140212110000
986,2014-02-12 12:00:00,2,2014-02-12 12:00:00,20140212120000
987,2014-02-12 13:00:00,6,2014-02-12 13:00:00,20140212130000
988,2014-02-12 14:00:00,1,2014-02-12 14:00:00,20140212140000
989,2014-02-12 15:00:00,7,2014-02-12 15:00:00,20140212150000
990,2014-02-12 16:00:00,4,2014-02-12 16:00:00,20140212160000
991,2014-02-12 17:00:00,1,2014-02-12 17:00:00,20140212170000
992,2014-02-12 18:00:00,0,2014-02-12 18:00:00,20140212180000
993,2014-02-12 19:00:00,0,2014-02-12 19:00:00,20140212190000
994,2014-02-12 20:00:00,0,2014-02-12 20:00:00,20140212200000
995,2014-02-12 21:00:00,0,2014-02-12 21:00:00,20140212210000
996,2014-02-12 22:00:00,0,2014-02-12 22:00:00,20140212220000
997,2014-02-12 23:00:00,0,2014-02-12 23:00:00,20140212230000
998,2014-02-13 00:00:00,0,2014-02-13 00:00:00,20140213000000
999,2014-02-13 01:00:00,0,2014-02-13 01:00:00,20140213010000
